NC_000853.1	Thermotoga maritima
NC_020929.1	Chlamydia trachomatis
NC_020930.1	Chlamydia trachomatis
NC_020931.1	Chlamydia trachomatis
NC_020937.1	Chlamydia trachomatis
NC_020938.1	Chlamydia trachomatis
NC_020940.1	Chlamydia trachomatis
NC_020945.1	Chlamydia trachomatis
NC_020970.1	Chlamydia trachomatis
NC_020971.1	Chlamydia trachomatis
NC_020973.1	Chlamydia trachomatis
NC_020974.1	Chlamydia trachomatis
NC_020990.1	Streptomyces albus
NC_020992.1	Rickettsia prowazekii
NC_020993.1	Rickettsia prowazekii
NC_020995.1	Enterococcus casseliflavus
NC_021025.1	Mycoplasma mycoides
NC_021050.1	Chlamydia trachomatis
NC_021052.1	Chlamydia trachomatis
NC_021054.1	Mycobacterium tuberculosis
NC_021055.1	Streptomyces sp.
NC_021057.1	Candidatus Moranella
NC_021064.1	Cutibacterium avidum
NC_021066.1	Raoultella ornithinolytica
NC_021082.1	Mannheimia haemolytica
NC_021083.1	Mycoplasma putrefaciens
NC_021084.1	Wolbachia endosymbiont
NC_021085.1	Propionibacterium acnes
NC_021089.1	Wolbachia endosymbiont
NC_021149.1	Azotobacter vinelandii
NC_021150.1	Azotobacter vinelandii
NC_021151.1	Salmonella enterica
NC_021171.1	Bacillus sp.
NC_021172.1	Hyphomicrobium denitrificans
NC_021173.1	Burkholderia thailandensis
NC_021174.1	Burkholderia thailandensis
NC_021175.1	Streptococcus cristatus
NC_021176.1	Salmonella enterica
NC_021177.1	Streptomyces fulvissimus
NC_021181.2	Lactobacillus acidophilus
NC_021182.1	Clostridium pasteurianum
NC_021184.1	Desulfotomaculum gibsoniae
NC_021191.1	Actinoplanes sp.
NC_021194.1	Mycobacterium tuberculosis
NC_021200.1	Mycobacterium avium
NC_021213.1	Streptococcus suis
NC_021214.1	Thermotoga maritima
NC_021217.3	Helicobacter pylori
NC_021218.3	Helicobacter pylori
NC_021224.2	Lactobacillus plantarum
NC_021235.1	Lactobacillus fermentum
NC_021236.1	Strawberry lethal
NC_021237.1	Pseudomonas protegens
NC_021251.1	Mycobacterium tuberculosis
NC_021252.1	Amycolatopsis orientalis
NC_021280.1	Spiroplasma chrysopicola
NC_021281.1	Fusobacterium nucleatum
NC_021282.1	Mycobacterium abscessus
NC_021283.1	Mycoplasma hyopneumoniae
NC_021286.1	Idiomarina loihiensis
NC_021287.1	Burkholderia sp.
NC_021288.1	Burkholderia sp.
NC_021290.1	Aeromonas hydrophila
NC_021291.1	Spiribacter salinus
NC_021294.1	Burkholderia sp.
NC_021351.1	Corynebacterium glutamicum
NC_021352.1	Corynebacterium glutamicum
NC_021354.1	Erysipelothrix rhusiopathiae
NC_021362.1	Bacillus paralicheniformis
NC_021485.1	Streptococcus agalactiae
NC_021486.1	Streptococcus agalactiae
NC_021491.1	Pseudomonas putida
NC_021494.1	Lactobacillus reuteri
NC_021500.1	Enterobacter sp.
NC_021505.1	Pseudomonas putida
NC_021514.1	Lactobacillus plantarum
NC_021554.1	Staphylococcus aureus
NC_021577.1	Pseudomonas aeruginosa
NC_021591.1	Serratia plymuthica
NC_021593.1	Bifidobacterium animalis
NC_021658.1	Sorangium cellulosum
NC_021659.1	Serratia plymuthica
NC_021661.1	Psychrobacter sp.
NC_021663.1	Corynebacterium terpenotabidum
NC_021670.1	Staphylococcus aureus
NC_021712.1	Alteromonas mediterranea
NC_021713.1	Alteromonas mediterranea
NC_021714.1	Alteromonas mediterranea
NC_021715.1	Mycobacterium intracellulare
NC_021717.1	Alteromonas mediterranea
NC_021721.1	Lactobacillus casei
NC_021723.1	Lactobacillus rhamnosus
NC_021725.1	Lactobacillus rhamnosus
NC_021726.1	Acinetobacter baumannii
NC_021729.1	Acinetobacter baumannii
NC_021733.1	Acinetobacter baumannii
NC_021738.1	Mannheimia haemolytica
NC_021739.1	Mannheimia haemolytica
NC_021740.1	Mycobacterium tuberculosis
NC_021741.1	Serratia liquefaciens
NC_021743.1	Mannheimia haemolytica
NC_021744.1	Lactobacillus helveticus
NC_021807.1	Streptococcus pyogenes
NC_021810.1	Salmonella enterica
NC_021812.2	Salmonella enterica
NC_021814.1	Salmonella enterica
NC_021818.1	Salmonella enterica
NC_021820.1	Salmonella enterica
NC_021821.1	Vibrio parahaemolyticus
NC_021822.1	Vibrio parahaemolyticus
NC_021823.1	Listeria monocytogenes
NC_021824.1	Listeria monocytogenes
NC_021825.1	Listeria monocytogenes
NC_021826.1	Listeria monocytogenes
NC_021827.1	Listeria monocytogenes
NC_021830.2	Listeria monocytogenes
NC_021831.1	Mycoplasma hyopneumoniae
NC_021834.1	Campylobacter jejuni
NC_021837.1	Listeria monocytogenes
NC_021838.1	Listeria monocytogenes
NC_021839.1	Listeria monocytogenes
NC_021840.1	Listeria monocytogenes
NC_021844.1	Salmonella enterica
NC_021847.1	Vibrio parahaemolyticus
NC_021848.1	Vibrio parahaemolyticus
NC_021870.1	Salmonella bongori
NC_021872.1	Lactobacillus reuteri
NC_021877.1	Burkholderia pseudomallei
NC_021878.1	Arcobacter butzleri
NC_021879.1	Anaplasma phagocytophilum
NC_021883.1	Mannheimia haemolytica
NC_021884.1	Burkholderia pseudomallei
NC_021887.1	Chlamydia trachomatis
NC_021888.1	Chlamydia trachomatis
NC_021889.1	Chlamydia trachomatis
NC_021890.1	Chlamydia trachomatis
NC_021891.1	Chlamydia trachomatis
NC_021892.1	Chlamydia trachomatis
NC_021893.1	Chlamydia trachomatis
NC_021895.1	Chlamydia trachomatis
NC_021896.1	Chlamydia trachomatis
NC_021897.1	Chlamydia trachomatis
NC_021898.1	Chlamydia trachomatis
NC_021899.1	Chlamydia trachomatis
NC_021900.1	Streptococcus lutetiensis
NC_021902.1	Salmonella enterica
NC_021905.1	Rhizobium etli
NC_021915.1	Corynebacterium maris
NC_021917.1	Cycloclasticus zancles
NC_021985.1	Streptomyces collinus
NC_021991.1	Acetobacter pasteurianus
NC_021994.1	Enterococcus faecium
NC_022000.1	Proteus mirabilis
NC_022040.1	Corynebacterium glutamicum
NC_022041.1	Paracoccus aminophilus
NC_022048.1	Borrelia burgdorferi
NC_022075.1	Bacillus amyloliquefaciens
NC_022079.2	Borrelia miyamotoi
NC_022080.4	Geobacillus genomosp.
NC_022081.1	Bacillus amyloliquefaciens
NC_022082.1	Klebsiella pneumoniae
NC_022097.1	Treponema pedis
NC_022107.1	Chlamydia trachomatis
NC_022112.1	Lactobacillus paracasei
NC_022113.1	Staphylococcus aureus
NC_022115.1	Rhodococcus erythropolis
NC_022116.1	Amycolatopsis mediterranei
NC_022118.1	Chlamydia trachomatis
NC_022119.1	Chlamydia trachomatis
NC_022121.1	Chlamydia trachomatis
NC_022124.1	Prevotella sp.
NC_022196.1	Fusobacterium nucleatum
NC_022198.1	Corynebacterium argentoratense
NC_022198.1	Corynebacterium imitans
NC_022221.1	Salmonella enterica
NC_022222.1	Staphylococcus aureus
NC_022223.1	Vibrio anguillarum
NC_022224.1	Vibrio anguillarum
NC_022226.1	Staphylococcus aureus
NC_022234.1	Variovorax paradoxus
NC_022236.1	Streptococcus constellatus
NC_022237.1	Streptococcus intermedius
NC_022238.1	Streptococcus constellatus
NC_022239.1	Streptococcus anginosus
NC_022240.1	Neisseria gonorrhoeae
NC_022244.1	Streptococcus anginosus
NC_022245.1	Streptococcus constellatus
NC_022246.1	Streptococcus intermedius
NC_022247.1	Variovorax paradoxus
NC_022269.1	Vibrio campbellii
NC_022270.1	Vibrio campbellii
NC_022347.1	Campylobacter coli
NC_022349.1	Vibrio alginolyticus
NC_022350.1	Mycobacterium tuberculosis
NC_022351.2	Campylobacter jejuni
NC_022352.2	Campylobacter jejuni
NC_022353.2	Campylobacter jejuni
NC_022356.1	Haemophilus influenzae
NC_022357.1	Sulfuricella denitrificans
NC_022359.1	Vibrio alginolyticus
NC_022362.2	Campylobacter jejuni
NC_022364.1	Escherichia coli
NC_022369.1	Lactococcus lactis
NC_022438.1	Leifsonia xyli
NC_022439.1	Chlamydia pecorum
NC_022442.1	Staphylococcus aureus
NC_022443.1	Staphylococcus aureus
NC_022516.1	Streptococcus suis
NC_022523.1	Bifidobacterium animalis
NC_022524.1	Bacillus infantis
NC_022525.1	Salmonella enterica
NC_022528.1	Vibrio nigripulchritudo
NC_022530.1	Bacillus amyloliquefaciens
NC_022535.1	Rhizobium sp.
NC_022538.1	complete chromosome
NC_022541.1	Xanthomonas fuscans
NC_022543.1	Vibrio nigripulchritudo
NC_022544.1	Salmonella enterica
NC_022545.1	Rhizobium sp.
NC_022546.1	Plautia stali
NC_022549.1	complete chromosome
NC_022566.1	Klebsiella pneumoniae
NC_022567.1	Adlercreutzia equolifaciens
NC_022568.1	Listeria monocytogenes
NC_022569.1	Salmonella enterica
NC_022571.1	Clostridium saccharobutylicum
NC_022576.1	Candidatus Symbiobacter
NC_022582.1	Streptococcus sp.
NC_022584.1	Streptococcus sp.
NC_022592.1	Clostridium autoethanogenum
NC_022593.1	Lactococcus lactis
NC_022600.1	Gloeobacter kilaueensis
NC_022604.1	Staphylococcus aureus
NC_022606.1	Carnobacterium inhibens
NC_022648.1	Escherichia coli
NC_022653.1	Bacillus amyloliquefaciens
NC_022657.1	Actinoplanes friuliensis
NC_022660.1	Campylobacter coli
NC_022663.1	Mycobacterium kansasii
NC_022664.1	Spiribacter curvatus
NC_022665.1	Streptococcus suis
NC_022737.1	Staphylococcus pasteuri
NC_022738.1	Pseudomonas sp.
NC_022759.1	Campylobacter fetus
NC_022777.1	Clostridium tetani
NC_022780.1	Pediococcus pentosaceus
NC_022781.1	Bacillus toyonensis
NC_022792.1	Pseudothermotoga elfii
NC_022793.1	Candidatus Liberibacter
NC_022794.1	Exiguobacterium sp.
NC_022795.1	Pseudothermotoga hypogea
NC_022806.1	Pseudomonas aeruginosa
NC_022807.1	Mycoplasma hyorhinis
NC_022808.2	Pseudomonas aeruginosa
NC_022873.1	Bacillus thuringiensis
NC_022878.1	Enterococcus mundtii
NC_022886.1	Helicobacter pylori
NC_022898.1	Bacillus subtilis
NC_022900.1	Zymomonas mobilis
NC_022904.2	Pandoraea pnomenusa
NC_022905.1	Brucella ceti
NC_022906.1	Brucella ceti
NC_022909.1	Lactobacillus johnsonii
NC_022911.1	Helicobacter pylori
NC_022964.1	Dehalococcoides mccartyi
NC_022991.1	Salmonella enterica
NC_022997.1	Hyphomicrobium nitrativorans
NC_022998.1	Spiroplasma apis
NC_023003.1	Candidatus Babela
NC_023018.2	Pandoraea pnomenusa
NC_023019.1	Pseudomonas aeruginosa
NC_023028.1	Acinetobacter baumannii
NC_023032.1	Cronobacter malonaticus
NC_023035.1	Salinispira pacifica
NC_023036.2	Mycobacterium neoaurum
NC_023037.2	Paenibacillus polymyxa
NC_023045.1	Alteromonas mediterranea
NC_023063.1	Ehrlichia muris
NC_023064.1	Pseudomonas sp.
NC_023065.1	Magnetospirillum gryphiswaldense
NC_023066.1	Pseudomonas aeruginosa
NC_023073.1	Bacillus amyloliquefaciens
NC_023075.1	Pseudomonas monteilii
NC_023076.1	Pseudomonas monteilii
NC_023134.1	Paenibacillus larvae
NC_023135.1	Leisingera methylohalidivorans
NC_023137.1	Phaeobacter gallaeciensis
NC_023149.1	Pseudomonas aeruginosa
NC_023150.1	Rhodococcus pyridinivorans
NC_023151.1	Thermotoga maritima
NZ_AM412059.1	Mycobacterium bovis
NZ_AP012273.1	Thiolapillus brandeum
NZ_AP012322.1	Bifidobacterium angulatum
NZ_AP012323.1	Bifidobacterium bifidum
NZ_AP012324.1	Bifidobacterium breve
NZ_AP012325.1	Bifidobacterium catenulatum
NZ_AP012326.1	Bifidobacterium dentium
NZ_AP012327.1	Bifidobacterium kashiwanohense
NZ_AP012330.1	Bifidobacterium pseudocatenulatum
NZ_AP012331.1	Bifidobacterium scardovii
NZ_AP012332.1	Gardnerella vaginalis
NZ_AP012333.1	Parascardovia denticolens
NZ_AP012334.1	Scardovia inopinata
NZ_AP012335.1	Streptococcus pyogenes
NZ_AP012496.1	Bacillus subtilis
NZ_AP012541.1	Lactobacillus paracasei
NZ_AP012544.1	Lactobacillus casei
NZ_AP012547.1	Sulfuritalea hydrogenivorans
NZ_AP012549.1	Cyanobacterium endosymbiont
NZ_AP012555.1	Mycobacterium avium
NZ_AP012978.1	Endosymbiont of
NZ_AP013028.1	Wolbachia endosymbiont
NZ_AP013035.1	Thermosulfidibacter takaii
NZ_AP013042.1	Endosymbiont of
NZ_AP013044.1	Tannerella forsythia
NZ_AP013045.1	Tannerella forsythia
NZ_AP013063.1	Serratia marcescens
NZ_AP013072.1	Streptococcus anginosus
NZ_AP013294.1	Bacillus sp.
NZ_AP013353.1	Mycoplasma californicum
NZ_AP013354.1	Helicobacter pylori
NZ_AP013355.1	Helicobacter pylori
NZ_AP013356.1	Helicobacter pylori
NZ_AP013357.1	Acinetobacter baumannii
NZ_AP014509.1	Thermotoga caldifontis
NZ_AP014522.1	Pseudomonas protegens
NZ_AP014523.1	Helicobacter pylori
NZ_AP014524.1	Vibrio cholerae
NZ_AP014525.1	Vibrio cholerae
NZ_AP014547.1	Mycobacterium abscessus
NZ_AP014563.1	Dehalococcoides mccartyi
NZ_AP014565.1	Salmonella enterica
NZ_AP014568.1	Comamonadaceae bacterium
NZ_AP014569.1	Comamonadaceae bacterium
NZ_AP014573.1	Mycobacterium tuberculosis
NZ_AP014576.1	Burkholderia sp.
NZ_AP014577.1	Burkholderia sp.
NZ_AP014578.1	Burkholderia sp.
NZ_AP014583.1	Winogradskyella sp.
NZ_AP014585.1	Streptococcus pyogenes
NZ_AP014613.1	Alcanivorax sp.
NZ_AP014622.1	Pseudomonas aeruginosa
NZ_AP014624.1	Chryseobacterium sp.
NZ_AP014627.1	Pseudomonas sp.
NZ_AP014628.1	Pseudomonas sp.
NZ_AP014633.1	Thioploca ingrica
NZ_AP014635.1	Vibrio tritonius
NZ_AP014636.1	Vibrio tritonius
NZ_AP014646.1	Pseudomonas aeruginosa
NZ_AP014648.1	Methyloceanibacter caenitepidi
NZ_AP014649.1	Acinetobacter baumannii
NZ_AP014651.1	Pseudomonas aeruginosa
NZ_AP014652.1	Staphylococcus aureus
NZ_AP014653.1	Staphylococcus aureus
NZ_AP014657.1	Mycoplasma arginini
NZ_AP014658.1	Bifidobacterium longum
NZ_AP014680.1	Lactobacillus hokkaidonensis
NZ_AP014683.1	Burkholderiales bacterium
NZ_AP014685.1	Bradyrhizobium diazoefficiens
NZ_AP014690.1	Asaia bogorensis
NZ_AP014696.1	Clostridium botulinum
NZ_AP014704.1	Methylobacterium aquaticum
NZ_AP014722.1	Dehalococcoides sp.
NZ_AP014723.1	Sulfurospirillum sp.
NZ_AP014724.1	Sulfurospirillum cavolei
NZ_AP014800.1	Rhodovulum sulfidophilum
NZ_AP014808.1	Lactobacillus acetotolerans
NZ_AP014815.1	Geminocystis sp.
NZ_AP014821.1	Geminocystis sp.
NZ_AP014839.1	Pseudomonas aeruginosa
NZ_AP014854.2	Blastochloris viridis
NZ_AP014857.1	Escherichia albertii
NZ_AP014864.1	Bacillus thuringiensis
NZ_AP014881.1	Acetobacter pasteurianus
NZ_AP014924.1	Limnochorda pilosa
NZ_AP014925.1	Prevotella intermedia
NZ_AP014926.1	Prevotella intermedia
NZ_AP014928.1	Bacillus pumilus
NZ_AP014938.1	Rothia mucilaginosa
NZ_AP014942.1	Staphylococcus aureus
NZ_AP014944.1	Staphylococcus schleiferi
NZ_AP014945.1	Caldimicrobium thiodismutans
NZ_AP014950.1	Klebsiella pneumoniae
NZ_AP014951.1	Klebsiella oxytoca
NZ_AP017295.1	Nostoc sp.
NZ_AP017302.1	Pseudomonas aeruginosa
NZ_AP017305.1	Fischerella sp.
NZ_AP017308.1	Leptolyngbya sp.
NZ_AP017320.1	Staphylococcus aureus
NZ_AP017367.1	Leptolyngbya sp.
NZ_CP000574.1	Leuconostoc mesenteroides
NZ_CP001668.1	Mycoplasma mycoides
NZ_CP001970.2	Bacillus anthracis
NZ_CP002007.2	Streptococcus suis
NZ_CP002082.1	Spiroplasma mirum
NZ_CP002190.1	Bdellovibrio bacteriovorus
NZ_CP002427.1	Lactobacillus helveticus
NZ_CP002580.1	Burkholderia glumae
NZ_CP002581.1	Burkholderia glumae
NZ_CP002871.1	Mycobacterium tuberculosis
NZ_CP002882.1	Mycobacterium tuberculosis
NZ_CP002883.1	Mycobacterium tuberculosis
NZ_CP002885.1	Mycobacterium tuberculosis
NZ_CP003181.2	Granulibacter bethesdensis
NZ_CP003182.2	Granulibacter bethesdensis
NZ_CP003183.2	Granulibacter bethesdensis
NZ_CP003328.1	Pasteurella multocida
NZ_CP003408.1	Thermotoga sp.
NZ_CP003409.1	Thermotoga sp.
NZ_CP003424.1	Serratia sp.
NZ_CP003494.1	Mycobacterium bovis
NZ_CP003560.1	Flammeovirga sp.
NZ_CP003561.1	Flammeovirga sp.
NZ_CP003679.1	Treponema pallidum
NZ_CP003709.1	Zymomonas mobilis
NZ_CP003715.1	Zymomonas mobilis
NZ_CP003915.1	Advenella mimigardefordensis
NZ_CP003923.1	Bacillus lehensis
NZ_CP003949.1	Rhodococcus opacus
NZ_CP003984.1	Planktomarina temperata
NZ_CP003987.1	Streptomyces sp.
NZ_CP003999.1	Klebsiella pneumoniae
NZ_CP004001.1	Burkholderia pseudomallei
NZ_CP004002.1	Burkholderia pseudomallei
NZ_CP004003.1	Burkholderia pseudomallei
NZ_CP004004.1	Burkholderia pseudomallei
NZ_CP004006.1	Legionella oakridgensis
NZ_CP004021.1	Candidatus Liberibacter
NZ_CP004023.1	Burkholderia pseudomallei
NZ_CP004024.1	Burkholderia pseudomallei
NZ_CP004042.1	Burkholderia pseudomallei
NZ_CP004043.1	Burkholderia pseudomallei
NZ_CP004046.1	[Brevibacterium] flavum
NZ_CP004062.1	Corynebacterium glutamicum
NZ_CP004078.1	Paenibacillus sabinae
NZ_CP004081.1	Enterococcus faecalis
NZ_CP004089.1	Burkholderia thailandensis
NZ_CP004090.1	Burkholderia thailandensis
NZ_CP004097.1	Burkholderia thailandensis
NZ_CP004098.1	Burkholderia thailandensis
NZ_CP004117.1	Burkholderia thailandensis
NZ_CP004118.1	Burkholderia thailandensis
NZ_CP004350.1	Corynebacterium casei
NZ_CP004353.1	Corynebacterium vitaeruminis
NZ_CP004360.1	Komagataeibacter xylinus
NZ_CP004368.1	Burkholderia pseudomallei
NZ_CP004369.1	Burkholderia pseudomallei
NZ_CP004371.1	Flammeovirgaceae bacterium
NZ_CP004372.1	Roseibacterium elongatum
NZ_CP004373.1	Gluconobacter oxydans
NZ_CP004377.1	Burkholderia pseudomallei
NZ_CP004378.1	Burkholderia pseudomallei
NZ_CP004379.1	Burkholderia pseudomallei
NZ_CP004380.1	Burkholderia pseudomallei
NZ_CP004381.1	Burkholderia thailandensis
NZ_CP004382.1	Burkholderia thailandensis
NZ_CP004383.1	Burkholderia thailandensis
NZ_CP004384.1	Burkholderia thailandensis
NZ_CP004385.1	Burkholderia thailandensis
NZ_CP004386.1	Burkholderia thailandensis
NZ_CP004387.1	Alcanivorax pacificus
NZ_CP004388.1	Thalassospira xiamenensis
NZ_CP004391.1	Pasteurella multocida
NZ_CP004392.1	Pasteurella multocida
NZ_CP004393.1	Celeribacter indicus
NZ_CP004403.1	Endosymbiont of
NZ_CP004406.1	Lactobacillus plantarum
NZ_CP004858.1	Bacillus thuringiensis
NZ_CP004870.1	Bacillus thuringiensis
NZ_CP004887.1	Klebsiella michiganensis
NZ_CP005083.1	Sphingobium sp.
NZ_CP005084.1	Sphingobium sp.
NZ_CP005188.1	Sphingobium sp.
NZ_CP005189.1	Sphingobium sp.
NZ_CP005286.1	Corynebacterium humireducens
NZ_CP005388.1	Campylobacter jejuni
NZ_CP005927.1	Serratia sp.
NZ_CP005930.1	Escherichia coli
NZ_CP005933.1	Mycoplasma bovis
NZ_CP005960.1	Pseudomonas mandelii
NZ_CP005969.1	Pseudomonas syringae
NZ_CP005970.1	Pseudomonas syringae
NZ_CP005973.1	Photobacterium gaetbulicola
NZ_CP005974.1	Photobacterium gaetbulicola
NZ_CP005975.1	Pseudomonas fluorescens
NZ_CP005986.1	Acidithiobacillus caldus
NZ_CP005995.1	Salmonella enterica
NZ_CP005997.1	Bacillus subtilis
NZ_CP006003.1	Myxococcus fulvus
NZ_CP006009.1	Rickettsia rickettsii
NZ_CP006010.1	Rickettsia rickettsii
NZ_CP006018.1	Bifidobacterium indicum
NZ_CP006027.1	Escherichia coli
NZ_CP006030.1	Enterococcus faecium
NZ_CP006032.1	Propionibacterium acnes
NZ_CP006058.1	Bacillus amyloliquefaciens
NZ_CP006256.1	Pseudomonas syringae
NZ_CP006262.1	Escherichia coli
NZ_CP006269.1	Synechococcus sp.
NZ_CP006270.1	Synechococcus sp.
NZ_CP006271.1	Synechococcus sp.
NZ_CP006367.1	Aureimonas sp.
NZ_CP006471.1	Synechococcus sp.
NZ_CP006568.1	Candidatus Sodalis
NZ_CP006569.1	Sodalis praecaptivus
NZ_CP006576.1	Elizabethkingia anophelis
NZ_CP006579.1	Aeromonas hydrophila
NZ_CP006580.1	Enterobacter cloacae
NZ_CP006587.1	Hymenobacter sp.
NZ_CP006630.1	Staphylococcus aureus
NZ_CP006632.1	Escherichia coli
NZ_CP006636.1	Escherichia coli
NZ_CP006644.1	Sphingomonas sanxanigenens
NZ_CP006649.1	Riemerella anatipestifer
NZ_CP006659.2	Klebsiella pneumoniae
NZ_CP006664.1	Edwardsiella anguillarum
NZ_CP006683.1	Melissococcus plutonius
NZ_CP006685.1	Campylobacter jejuni
NZ_CP006686.1	Campylobacter jejuni
NZ_CP006687.1	Campylobacter jejuni
NZ_CP006688.1	Campylobacter jejuni
NZ_CP006689.1	Campylobacter jejuni
NZ_CP006690.1	Lactobacillus casei
NZ_CP006692.1	Salmonella bongori
NZ_CP006693.1	Salmonella enterica
NZ_CP006694.1	Leptospira santarosai
NZ_CP006695.1	Leptospira santarosai
NZ_CP006696.1	Xylella fastidiosa
NZ_CP006704.1	Comamonas testosteroni
NZ_CP006711.1	Bifidobacterium breve
NZ_CP006712.1	Bifidobacterium breve
NZ_CP006713.1	Bifidobacterium breve
NZ_CP006714.1	Bifidobacterium breve
NZ_CP006715.1	Bifidobacterium breve
NZ_CP006716.1	Bifidobacterium breve
NZ_CP006720.1	Spiroplasma mirum
NZ_CP006722.1	Klebsiella pneumoniae
NZ_CP006723.1	Leptospira interrogans
NZ_CP006724.1	Leptospira interrogans
NZ_CP006738.1	Klebsiella pneumoniae
NZ_CP006740.1	Xylella fastidiosa
NZ_CP006741.1	Bifidobacterium longum
NZ_CP006742.1	Bacillus anthracis
NZ_CP006748.1	Yersinia pestis
NZ_CP006751.1	Yersinia pestis
NZ_CP006754.1	Yersinia pestis
NZ_CP006758.1	Yersinia pestis
NZ_CP006762.1	Yersinia pestis
NZ_CP006764.1	Corynebacterium doosanense
NZ_CP006770.1	Streptococcus equi
NZ_CP006772.1	Bacteroidales bacterium
NZ_CP006777.1	Clostridium beijerinckii
NZ_CP006783.1	Yersinia pestis
NZ_CP006792.1	Yersinia pestis
NZ_CP006798.1	Klebsiella pneumoniae
NZ_CP006819.1	Streptococcus thermophilus
NZ_CP006820.1	Helicobacter pylori
NZ_CP006821.1	Helicobacter pylori
NZ_CP006822.1	Helicobacter pylori
NZ_CP006823.1	Helicobacter pylori
NZ_CP006824.1	Helicobacter pylori
NZ_CP006825.1	Helicobacter pylori
NZ_CP006826.1	Helicobacter pylori
NZ_CP006827.1	Helicobacter pylori
NZ_CP006828.1	Ornithobacterium rhinotracheale
NZ_CP006829.1	Thalassolituus oleivorans
NZ_CP006837.1	Lysinibacillus varians
NZ_CP006841.1	Corynebacterium lactis
NZ_CP006842.1	Corynebacterium glyciniphilum
NZ_CP006850.1	Nocardia nova
NZ_CP006851.1	Campylobacter jejuni
NZ_CP006857.1	Xanthomonas citri
NZ_CP006858.1	Listeria monocytogenes
NZ_CP006859.1	Listeria monocytogenes
NZ_CP006860.1	Listeria monocytogenes
NZ_CP006861.1	Listeria monocytogenes
NZ_CP006862.1	Listeria monocytogenes
NZ_CP006869.1	Neisseria meningitidis
NZ_CP006870.1	Aeromonas hydrophila
NZ_CP006871.1	Streptomyces albulus
NZ_CP006872.1	Paenibacillus polymyxa
NZ_CP006874.1	Listeria monocytogenes
NZ_CP006877.1	Rhizobium gallicum
