#ID	ACCESSION	ORGANISM	START	END	SEQUENCE	INSERTION	REFERENCE	DETECTION
831	NC_008563.1	Escherichia coli APEC O1	3948758	3953169				
832	NC_007651.1	Burkholderia thailandensis E264 chromosome I, complete sequence.	558894	571172				
833	NC_004116.1	Streptococcus agalactiae 2603V/R	232830	239657				
834	NC_009708.1	Yersinia pseudotuberculosis IP 31758	2551539	2556222				
835	NC_007384.1	Shigella sonnei Ss046	2887915	2900941				
836	NC_006905.1	Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67	1083700	1093349				
837	NC_005773.3	Pseudomonas syringae pv. phaseolicola 1448A	1338155	1343285				
838	NC_004431.1	Escherichia coli CFT073	909332	942273			Lloyd et al., 2007 J Bacteriol	
839	NC_009485.1	Bradyrhizobium sp. BTAi1	3464292	3469956				
840	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	3627270	3632174				
841	NC_008321.1	Shewanella sp. MR-4	2350996	2373507				
842	NC_002655.2		1109626	1118396				islandpick=100.0;SIGI-HMM=98.1;Centroid=0.0;DIMOB=100.0;PAI_IDA=0.0;DINUC=100.0;Alien_Hunter=100.0
843	NC_010322.1	Pseudomonas putida GB-1	2682228	2686798				
844	NC_009512.1	Pseudomonas putida F1	3279575	3307130				
845	NC_008577.1	Shewanella sp. ANA-3 chromosome 1, complete sequence.	1467620	1471735				
846	NC_010501.1	Pseudomonas putida W619	3142341	3146412				
847	NC_004070.1	Streptococcus pyogenes MGAS315	1229319	1271119			Beres et al., 2002, PNAS	
848	NC_008595.1	Mycobacterium avium 104	2616889	2627793				
849	NC_003909.8	Bacillus cereus ATCC 10987	859295	884111				
850	NC_010322.1	Pseudomonas putida GB-1	3525319	3554372				
851	NC_005773.3	Pseudomonas syringae pv. phaseolicola 1448A	3164351	3172955				
852	NC_009485.1	Bradyrhizobium sp. BTAi1	3428023	3433817				
853	NC_004603.1	Vibrio parahaemolyticus RIMD 2210633 chromosome I, complete sequence.	1494857	1507668				
854	NC_003047.1		3375844	3385114				islandpick=100.0;SIGI-HMM=100.0;Centroid=100.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
855	NC_004116.1	Streptococcus agalactiae 2603V/R	1835527	1842633				
856	NC_002655.2		1711726	1734699				islandpick=100.0;SIGI-HMM=8.5;Centroid=52.2;DIMOB=0.0;PAI_IDA=0.0;DINUC=78.3;Alien_Hunter=89.8
857	NC_009052.1	Shewanella baltica OS155	1311969	1320670				
858	NC_010159.1	Yersinia pestis Angola	1420244	1428740				
859	NC_004631.1		4420667	4444504				islandpick=100.0;SIGI-HMM=75.9;Centroid=0.0;DIMOB=100.0;PAI_IDA=0.0;DINUC=100.0;Alien_Hunter=100.0
860	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	3200007	3205596				
861	NC_008463.1		4873469	4891796				islandpick=100.0;SIGI-HMM=9.6;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=99.9
862	NC_010322.1	Pseudomonas putida GB-1	3360838	3372350				
863	NC_010380.1	Streptococcus pneumoniae Hungary19A-6	32126	58170				
864	NC_004722.1	Bacillus cereus ATCC 14579	4386695	4405413				
865	NC_010084.1	Burkholderia multivorans ATCC 17616 chromosome 1, complete sequence.	2167385	2172494				
866	NC_007613.1	Shigella boydii Sb227	4201499	4215591				
867	NC_010465.1	Yersinia pseudotuberculosis YPIII	1017005	1024058				
868	NC_004603.1	Vibrio parahaemolyticus RIMD 2210633 chromosome I, complete sequence.	3084846	3099979			Hurley et al., 2006, BMC Genomics	
869	NC_007606.1	Shigella dysenteriae Sd197	952241	961243				
870	NC_007958.1	Rhodopseudomonas palustris BisB5	4755406	4759567				
871	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	1906813	1920524				
872	NC_010551.1	Burkholderia ambifaria MC40-6 chromosome 1, complete sequence.	1371034	1386442				
873	NC_009445.1	Bradyrhizobium sp. ORS278	4460389	4468434				
874	NC_010473.1	Escherichia coli str. K-12 substr. DH10B	2845916	2855144				
875	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	5376566	5383185				
876	NC_010465.1	Yersinia pseudotuberculosis YPIII	826660	857724				
877	NC_007613.1		4201499	4215539				islandpick=100.0;SIGI-HMM=21.4;Centroid=0.0;DIMOB=34.5;PAI_IDA=0.0;DINUC=34.5;Alien_Hunter=48.9
878	NC_010102.1	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	1814675	1819708				
879	NC_005773.3	Pseudomonas syringae pv. phaseolicola 1448A	5172263	5199466				
880	NC_008750.1	Shewanella sp. W3-18-1	4583543	4588652				
881	NC_009512.1	Pseudomonas putida F1	3555605	3567537				
882	NC_008023.1	Streptococcus pyogenes MGAS2096	1058153	1120860				
883	NC_009665.1	Shewanella baltica OS185	5114455	5122331				
884	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	3872811	3888118				
885	NC_008060.1		1429645	1461777				islandpick=100.0;SIGI-HMM=11.4;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=27.9;Alien_Hunter=41.3
886	NC_009342.1	Corynebacterium glutamicum R	2071925	2109577				
887	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	5320030	5324762				
888	NC_009800.1	Escherichia coli HS	377733	382770				
889	NC_008595.1	Mycobacterium avium 104	2731792	2736517				
890	NC_004631.1	Salmonella enterica subsp. enterica serovar Typhi Ty2	4412965	4417634				
891	NC_008563.1	Escherichia coli APEC O1	3360952	3379152				
892	NC_006086.1	Streptococcus pyogenes MGAS10394	999917	1013411				
893	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	2210867	2216791				
894	NC_009256.1		1266334	1275177				islandpick=100.0;SIGI-HMM=16.7;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=100.0
895	NC_007606.1	Shigella dysenteriae Sd197	1282260	1287615				
896	NC_009665.1	Shewanella baltica OS185	2237111	2246644				
897	NC_006511.1	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	2715433	2729088				
898	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	3964556	3969785				
899	NC_008322.1	Shewanella sp. MR-7	2338858	2353094				
900	NC_003923.1	Staphylococcus aureus subsp. aureus MW2	839358	853808			Baba et al., 2002, The Lancet	
901	NC_007005.1	Pseudomonas syringae pv. syringae B728a	115265	123601				
902	NC_003909.8	Bacillus cereus ATCC 10987	4256758	4285392				
903	NC_009708.1	Yersinia pseudotuberculosis IP 31758	784575	838053				
904	NC_009512.1	Pseudomonas putida F1	4772508	4779087				
905	NC_009801.1		3372993	3397394				islandpick=100.0;SIGI-HMM=28.1;Centroid=28.7;DIMOB=100.0;PAI_IDA=0.0;DINUC=100.0;Alien_Hunter=100.0
906	NC_009445.1	Bradyrhizobium sp. ORS278	7319106	7331644				
907	NC_009445.1	Bradyrhizobium sp. ORS278	7358038	7394518				
908	NC_002695.1	Escherichia coli O157:H7 str. Sakai	1757506	1815680			Hayashi et al., 2001, DNA Res	
909	NC_009342.1	Corynebacterium glutamicum R	178263	188128				
910	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	1555036	1564268				
911	NC_010167.1	Brucella suis ATCC 23445 chromosome II, complete sequence.	1082987	1089143				
912	NC_003198.1	Salmonella enterica subsp. enterica serovar Typhi str. CT18	4322993	4349107			Parkhill et al., 2001, Nature	
913	NC_010167.1	Brucella suis ATCC 23445 chromosome II, complete sequence.	148989	157414				
914	NC_008595.1		5229454	5245185				islandpick=100.0;SIGI-HMM=100.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=96.5;DINUC=3.8;Alien_Hunter=100.0
915	NC_008563.1	Escherichia coli APEC O1	2050854	2055150				
916	NC_010084.1		2490210	2500595				islandpick=100.0;SIGI-HMM=100.0;Centroid=100.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
917	NC_009076.1	Burkholderia pseudomallei 1106a chromosome I, complete sequence.	2079289	2094582				
918	NC_007005.1	Pseudomonas syringae pv. syringae B728a	3246240	3257223				
919	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	2026231	2036855				
920	NC_010465.1	Yersinia pseudotuberculosis YPIII	233091	256277				
921	NC_008563.1	Escherichia coli APEC O1	1471241	1477211				
922	NC_002695.1	Escherichia coli O157:H7 str. Sakai	1435388	1439802				
923	NC_009512.1	Pseudomonas putida F1	3251274	3255313				
924	NC_009512.1	Pseudomonas putida F1	3439543	3447946				
925	NC_006155.1		2224488	2232679				islandpick=100.0;SIGI-HMM=100.0;Centroid=91.7;DIMOB=100.0;PAI_IDA=0.0;DINUC=100.0;Alien_Hunter=100.0
926	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	1248400	1253101				
927	NC_000913.2		4517263	4530588				islandpick=100.0;SIGI-HMM=9.8;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=47.2
928	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	2285274	2291755				
929	NC_010334.1	Shewanella halifaxensis HAW-EB4	2651023	2656359				
930	NC_007651.1	Burkholderia thailandensis E264 chromosome I, complete sequence.	1625241	1637308				
931	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	6573	14659				
932	NC_009512.1	Pseudomonas putida F1	2747577	2752334				
933	NC_007005.1		115265	123600				islandpick=100.0;SIGI-HMM=53.9;Centroid=100.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
934	NC_002944.2	Mycobacterium avium subsp. paratuberculosis K-10	3600404	3614071				
935	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	1889607	1894778				
936	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	1426416	1443876				
937	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	2515687	2526125				
938	NC_007946.1	Escherichia coli UTI89	4090565	4097285				
939	NC_010410.1	Acinetobacter baumannii AYE	3613993	3652989				
940	NC_009512.1	Pseudomonas putida F1	206003	227211				
941	NC_002947.3		2586093	2622773				islandpick=100.0;SIGI-HMM=30.5;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=80.0;Alien_Hunter=100.0
942	NC_008563.1	Escherichia coli APEC O1	2928625	2937280				
943	NC_006155.1	Yersinia pseudotuberculosis IP 32953	2130637	2146272				
944	NC_004603.1	Vibrio parahaemolyticus RIMD 2210633 chromosome I, complete sequence.	1900885	1949243			Boyd et al., 2008, BMC Microbiology	
945	NC_009632.1	Staphylococcus aureus subsp. aureus JH1	393013	401611				
946	NC_002947.3		4192863	4201783				islandpick=100.0;SIGI-HMM=100.0;Centroid=80.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
947	NC_004578.1		4796689	4807220				islandpick=100.0;SIGI-HMM=43.8;Centroid=0.0;DIMOB=85.3;PAI_IDA=0.0;DINUC=85.3;Alien_Hunter=100.0
948	NC_010084.1	Burkholderia multivorans ATCC 17616 chromosome 1, complete sequence.	2483857	2500595				
949	NC_003997.3	Bacillus anthracis str. Ames	4997293	5003963				
950	NC_007958.1	Rhodopseudomonas palustris BisB5	2633973	2639462				
951	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	3181474	3193286				
952	NC_007651.1	Burkholderia thailandensis E264 chromosome I, complete sequence.	3154196	3160837				
953	NC_009080.1		2268022	2300118				islandpick=100.0;SIGI-HMM=14.0;Centroid=0.0;DIMOB=29.4;PAI_IDA=0.0;DINUC=29.4;Alien_Hunter=33.6
954	NC_009997.1	Shewanella baltica OS195	2414712	2420002				
955	NC_008463.1	Pseudomonas aeruginosa UCBPP-PA14	5319021	5324939				
956	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	2508891	2515554				
957	NC_009256.1		2337093	2352602				islandpick=100.0;SIGI-HMM=69.7;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=92.0;Alien_Hunter=100.0
958	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	2685446	2691884				
959	NC_008253.1		3975680	3990567				islandpick=100.0;SIGI-HMM=76.2;Centroid=67.2;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
960	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	5347018	5356020				
961	NC_009512.1		3279575	3300416				islandpick=100.0;SIGI-HMM=69.1;Centroid=0.0;DIMOB=0.0;PAI_IDA=2.0;DINUC=100.0;Alien_Hunter=100.0
962	NC_003198.1	Salmonella enterica subsp. enterica serovar Typhi str. CT18	1008747	1052755			Parkhill et al., 2001, Nature	
963	NC_008390.1	Burkholderia cepacia AMMD chromosome 1, complete sequence.	2023858	2029686				
964	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	2397798	2417924				
965	NC_010465.1	Yersinia pseudotuberculosis YPIII	3198640	3206657				
966	NC_007005.1	Pseudomonas syringae pv. syringae B728a	3534778	3543533				
967	NC_010322.1		1823418	1833418				islandpick=100.0;SIGI-HMM=94.7;Centroid=100.0;DIMOB=92.0;PAI_IDA=100.0;DINUC=92.0;Alien_Hunter=100.0
968	NC_003198.1	Salmonella enterica subsp. enterica serovar Typhi str. CT18	4436017	4460911				
969	NC_004603.1	Vibrio parahaemolyticus RIMD 2210633 chromosome I, complete sequence.	1835538	1839790				
970	NC_002944.2	Mycobacterium avium subsp. paratuberculosis K-10	4159963	4183561				
971	NC_004603.1	Vibrio parahaemolyticus RIMD 2210633 chromosome I, complete sequence.	2239932	2254131				
972	NC_009074.1	Burkholderia pseudomallei 668 chromosome I, complete sequence.	576619	584590				
973	NC_002695.1		2186820	2199651				islandpick=100.0;SIGI-HMM=41.1;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=20.4;Alien_Hunter=4.9
974	NC_010501.1	Pseudomonas putida W619	2819799	2825943				
975	NC_004368.1	Streptococcus agalactiae NEM316	646036	652941				
976	NC_004431.1	Escherichia coli CFT073	3028352	3040804				
977	NC_010084.1	Burkholderia multivorans ATCC 17616 chromosome 1, complete sequence.	541398	558754				
978	NC_010334.1		768728	784588				islandpick=100.0;SIGI-HMM=2.5;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=47.3
979	NC_002655.2		904611	918373				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=100.0;Alien_Hunter=100.0
980	NC_008750.1	Shewanella sp. W3-18-1	4672609	4689085				
981	NC_007778.1	Rhodopseudomonas palustris HaA2	3769089	3775250				
982	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	1402184	1410441				
983	NC_004431.1	Escherichia coli CFT073	1211250	1221028				
984	NC_004631.1	Salmonella enterica subsp. enterica serovar Typhi Ty2	2742901	2754685				
985	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	643584	655199				
986	NC_008463.1	Pseudomonas aeruginosa UCBPP-PA14	4207416	4211593				
987	NC_008321.1		3839313	3850188				islandpick=100.0;SIGI-HMM=53.6;Centroid=61.5;DIMOB=13.8;PAI_IDA=98.3;DINUC=13.8;Alien_Hunter=58.1
988	NC_002695.1	Escherichia coli O157:H7 str. Sakai	1618153	1665049			Hayashi et al., 2001, DNA Res	
989	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	642561	650838				
990	NC_009708.1	Yersinia pseudotuberculosis IP 31758	848464	866567				
991	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	2696686	2703150				
992	NC_008253.1	Escherichia coli 536	2089810	2099109				
993	NC_004603.1		1879116	1888855				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=32.8
994	NC_005773.3	Pseudomonas syringae pv. phaseolicola 1448A	3358613	3372818				
995	NC_009485.1		2665366	2681992				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=0.0
996	NC_010473.1	Escherichia coli str. K-12 substr. DH10B	627606	638926				
997	NC_009485.1		6020041	6048889				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=17.4;Alien_Hunter=94.8
998	NC_007761.1	Rhizobium etli CFN 42	2388793	2394125				
999	NC_009485.1	Bradyrhizobium sp. BTAi1	1094798	1114297				
1000	NC_002695.1	Escherichia coli O157:H7 str. Sakai	1175952	1200440				
1001	NC_007510.1	Burkholderia sp. 383 chromosome 1, complete sequence.	779743	785796				
1002	NC_004431.1		3415400	3425881				islandpick=100.0;SIGI-HMM=100.0;Centroid=100.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
1003	NC_007778.1	Rhodopseudomonas palustris HaA2	3800456	3805274				
1004	NC_009085.1		674211	779645				islandpick=100.0;SIGI-HMM=20.1;Centroid=19.0;DIMOB=55.0;PAI_IDA=4.4;DINUC=55.0;Alien_Hunter=72.6
1005	NC_004431.1	Escherichia coli CFT073	4284113	4290023				
1006	NC_008390.1	Burkholderia cepacia AMMD chromosome 1, complete sequence.	3471489	3485599				
1007	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	61684	81733				
1008	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	1933665	1938487				
1009	NC_008563.1	Escherichia coli APEC O1	4720524	4728531				
1010	NC_007651.1	Burkholderia thailandensis E264 chromosome I, complete sequence.	3131609	3148758				
1011	NC_002944.2	Mycobacterium avium subsp. paratuberculosis K-10	2378866	2391945				
1012	NC_009485.1	Bradyrhizobium sp. BTAi1	7025807	7038649				
1013	NC_009512.1	Pseudomonas putida F1	3778046	3800274				
1014	NC_009900.1	Rickettsia massiliae MTU5	716257	731573				
1015	NC_007434.1		2478232	2486739				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=100.0
1016	NC_004431.1	Escherichia coli CFT073	2194347	2213221				
1017	NC_010167.1	Brucella suis ATCC 23445 chromosome II, complete sequence.	1050387	1054393				
1018	NC_005773.3	Pseudomonas syringae pv. phaseolicola 1448A	2043480	2052950				
1019	NC_009076.1	Burkholderia pseudomallei 1106a chromosome I, complete sequence.	2021957	2036034				
1020	NC_007778.1	Rhodopseudomonas palustris HaA2	3762599	3766899				
1021	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	5276819	5308306				
1022	NC_007946.1	Escherichia coli UTI89	935672	948472				
1023	NC_009997.1	Shewanella baltica OS195	5152915	5170165				
1024	NC_004631.1	Salmonella enterica subsp. enterica serovar Typhi Ty2	3514530	3524608				
1025	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	2708952	2717094				
1026	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	1835656	1848040				
1027	NC_009485.1	Bradyrhizobium sp. BTAi1	2753863	2758631				
1028	NC_008463.1	Pseudomonas aeruginosa UCBPP-PA14	5347270	5355678				
1029	NC_004431.1		3519797	3532820				islandpick=100.0;SIGI-HMM=63.9;Centroid=93.7;DIMOB=0.0;PAI_IDA=100.0;DINUC=86.0;Alien_Hunter=79.1
1030	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	2205504	2214067				
1031	NC_004431.1	Escherichia coli CFT073	248670	348353			Lloyd et al., 2007 J Bacteriol	
1032	NC_007946.1		4866662	4880685				islandpick=100.0;SIGI-HMM=1.9;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=30.9
1033	NC_009665.1	Shewanella baltica OS185	5078880	5083736				
1034	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	1071017	1076254				
1035	NC_009665.1	Shewanella baltica OS185	4002703	4014772				
1036	NC_009783.1	Vibrio harveyi ATCC BAA-1116 chromosome I, complete sequence.	1798547	1804352				
1037	NC_009485.1	Bradyrhizobium sp. BTAi1	5069874	5088006				
1038	NC_007958.1	Rhodopseudomonas palustris BisB5	2548163	2564527				
1039	NC_010501.1	Pseudomonas putida W619	2201429	2224021				
1040	NC_007005.1	Pseudomonas syringae pv. syringae B728a	5135290	5170179				
1041	NC_006155.1	Yersinia pseudotuberculosis IP 32953	3883143	3947032				
1042	NC_010322.1	Pseudomonas putida GB-1	1990745	1995106				
1043	NC_009512.1	Pseudomonas putida F1	5924233	5939399				
1044	NC_008463.1	Pseudomonas aeruginosa UCBPP-PA14	2696925	2701201				
1045	NC_005773.3	Pseudomonas syringae pv. phaseolicola 1448A	5319317	5323388				
1046	NC_010167.1	Brucella suis ATCC 23445 chromosome II, complete sequence.	967730	972945				
1047	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	2584341	2589988				
1048	NC_008595.1	Mycobacterium avium 104	2737030	2741856				
1049	NC_010501.1	Pseudomonas putida W619	3542881	3547064				
1050	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	2029421	2034325				
1051	NC_009485.1	Bradyrhizobium sp. BTAi1	3582786	3592165				
1052	NC_009438.1	Shewanella putrefaciens CN-32	177938	196352				
1053	NC_009801.1	Escherichia coli E24377A	239229	250122				
1054	NC_008819.1	Prochlorococcus marinus str. NATL1A	811964	824228				
1055	NC_004431.1	Escherichia coli CFT073	3415400	3426826				
1056	NC_009485.1	Bradyrhizobium sp. BTAi1	4394493	4398894				
1057	NC_005139.1	Vibrio vulnificus YJ016 chromosome I, complete sequence.	280334	285555				
1058	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	1875818	1883361				
1059	NC_004070.1	Streptococcus pyogenes MGAS315	1135351	1169751			Beres et al., 2002, PNAS	
1060	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	1030280	1035081				
1061	NC_008321.1	Shewanella sp. MR-4	2665661	2678193				
1062	NC_008595.1	Mycobacterium avium 104	2577711	2582522				
1063	NC_004603.1	Vibrio parahaemolyticus RIMD 2210633 chromosome I, complete sequence.	1860571	1864661				
1064	NC_010322.1	Pseudomonas putida GB-1	2008675	2018070				
1065	NC_008253.1	Escherichia coli 536	3763586	3768062				
1066	NC_002695.1	Escherichia coli O157:H7 str. Sakai	1415866	1426167				
1067	NC_007946.1	Escherichia coli UTI89	2597374	2621783				
1068	NC_010612.1	Mycobacterium marinum M	1736043	1757054				
1069	NC_007946.1	Escherichia coli UTI89	4987170	4992021				
